1450284436 0 8510
1450284900 0 9568
1450736531 0 9575
1450746182 0 9815
1450910027 0 9983
1451336809 0 10234
1451347297 0 10532
1451436242 0 10910
1451919720 0 11021
1451924156 0 11022
1451934271 0 11037
1452043771 0 11068
1452113338 0 11092
1452119316 0 11093
1452199855 0 11277
1452283681 0 11294
1452482547 0 11298
1452550338 0 12838
1452556631 0 13285
1452640753 0 13865
1452642086 0 14226
1452799715 0 14338
1452811064 0 14691
1452880452 0 14734
1452898933 0 15706
1453142454 0 15994
1453236003 0 16078
1453240915 0 16156
1453328564 0 16308
1453415136 0 16338
1453760848 6 16338
1453850450 24 16338
1454434697 61 16338
1454534107 61 16338
1455230406 784 16338
1455571780 926 16338
1455667957 1230 16338
1455825928 2223 16338
1455924335 2668 16338
1456239864 4496 16338
1456242281 4512 16338
1456261402 5131 16338
1456261542 5133 16338
1456361316 5144 16338
1456626390 6581 16338
1456781022 6902 16338
1456946551 7259 16338
1456954318 7595 16338
1457031434 7991 16338
1457557147 8284 16338
1457649114 140108 16338
1457649685 140108 16338
1458147735 140140 16338
1458148750 140151 16338
1458158443 140552 16338
1458767317 140617 16338
1459301599 140809 16338
1460386192 141032 16338
1462476921 141033 16338
1462991226 141353 16338
1464288103 141417 16338
1464625540 141522 16338
1464813127 141887 16338
1464826857 141917 16338
1465489781 141982 16338
1465507841 142013 16338
1465597800 142021 16338
1465950694 142444 16338
1466019950 142464 16338
1466024928 142529 16338
1466031726 142537 16338
1466034445 142586 16338
1466034671 142594 16338
1466037742 144148 16338
1466116291 144179 16338
1466553087 144354 16338
1466630487 144362 16338
1466631409 144502 16338
1466711305 144698 16338
1466713550 144727 16338
1466719634 144734 16338
1466721145 144756 16338
1467037568 144770 16338
1467073673 145191 16338
1467076978 145235 16338
1467313438 145268 16338
1467325833 145820 16338
1467383852 146619 16338
1467508781 146868 16338
1467586445 146944 16338
1467588503 146986 16338
1467652473 147121 16338
1467654602 147153 16338
1467656286 148234 16338
1467656771 148350 16338
1467657040 148351 16338
1467664546 148862 16338
1467678375 149198 16338
1467679259 149221 16338
1467753387 149423 16338
1467757135 149568 16338
1467761755 149739 16338
1467766431 149931 16338
1467767607 149936 16338
1467917091 149937 16338
1467934100 150250 16338
1467996659 150412 16338
1468104095 150504 16338
1468113670 150524 16338
1468184339 150700 16338
1468276670 150961 16338
1468280558 151055 16338
1468356879 151069 16338
1468521339 151069 16338
1468699940 151092 16338
1468711152 151095 16338
1468887418 151118 16338
1469138743 151119 16338
1469478513 151361 16338
1470078745 151412 16338
1470087337 151441 16338
1470095735 151450 16338
1470164920 151456 16338
1470178280 151598 16338
1470405436 151625 16338
1470976107 151627 16338
1471544890 151655 16338
1471548694 151691 16338
1471557767 151746 16338
1471887800 153359 16338
1471893410 153377 16338
1471901884 153434 16338
1471912633 153692 16338
1471913447 153717 16338
1472501974 153728 16338
1472505625 153743 16338
1472512125 153744 16338
1472666029 153785 16338
1473196064 153793 16338
