1433448840 1 0 0
1433454365 2 0 0
1433790204 3 0 0
1433792405 4 0 0
1433965707 5 0 0
1433978698 6 0 0
1433980434 7 0 0
1433982554 8 0 0
1433982704 9 0 0
1434072726 10 0 0
1434387947 11 0 0
1434389712 12 0 0
1434400654 13 0 0
1434403624 14 0 0
1434405543 15 0 0
1434585559 16 0 0
1434648413 17 0 0
1434648466 18 0 0
1434657764 19 0 0
1434662758 20 0 0
1434997626 21 0 0
1435005586 22 0 0
1435014565 23 0 0
1435015130 24 0 0
1435020005 25 0 0
1435196838 26 0 0
1435263067 27 0 0
1435270489 28 0 0
1435270744 29 0 0
1435953427 30 0 0
1436210879 31 0 0
1436212941 32 0 0
1436214552 33 0 0
1436215140 34 0 0
1436215559 35 0 0
1436219657 36 0 0
1436314286 37 0 0
1436403684 38 0 0
1436474148 39 0 0
1436555494 40 0 0
1436564275 41 0 0
1436825701 42 0 0
1436825819 43 0 0
1436826630 44 0 0
1436836068 45 0 0
1436892817 46 0 0
1436895378 47 0 0
1436895517 48 0 0
1436895723 49 0 0
1436898982 50 0 0
1436899935 51 0 0
1436900391 52 0 0
1436904841 53 0 0
1436905830 54 0 0
1436917741 55 0 0
1437009615 56 0 0
1437073705 57 0 0
1437077593 58 0 0
1437438542 59 0 0
1437495483 60 0 0
1437500369 61 0 0
1437512563 62 0 0
1437521263 63 0 0
1437523857 64 0 0
1437676867 65 0 0
1437679111 66 0 0
1437689137 67 0 0
1437769604 68 0 0
1437775771 69 0 0
1437878792 70 0 0
1437935173 70 0 1
1437940107 70 0 2
1437940178 70 0 3
1437940223 70 0 4
1437940695 70 0 5
1437944442 70 0 6
1437945256 71 0 6
1437945313 71 0 7
1438020410 72 0 7
1438020514 73 0 7
1438020584 74 0 7
1438021633 75 0 7
1438038665 76 0 7
1438039412 77 0 7
1438043173 78 0 7
1438043832 79 0 7
1438113887 80 0 7
1438114931 81 0 7
1438121591 82 0 7
1438200739 83 0 7
1438202356 84 0 7
1438203563 85 0 7
1438214057 86 0 7
1438278116 87 0 7
1438299142 88 0 7
1438627223 89 0 7
1438629516 90 0 7
1438636723 91 0 7
1438638366 92 0 7
1438640970 93 0 7
1438721882 94 0 7
1438724027 95 0 7
1438726636 96 0 7
1438799065 97 0 7
1438801919 98 0 7
1439478338 99 0 7
1439479665 100 0 7
1439601326 101 0 7
1439931339 102 0 7
1439939434 103 0 7
1439943305 104 0 7
1439945239 105 0 7
1439947600 106 0 7
1440022241 107 0 7
1440034631 108 0 7
1440197191 109 0 7
1441217405 109 2 7
1441220762 109 3 7
1441648593 109 4 7
1441656044 109 5 7
1441744339 109 6 7
1441748930 109 7 7
1441836688 109 8 7
1441837738 109 9 7
1441837890 109 10 7
1442013425 109 11 7
1442258974 109 12 7
1442341802 109 13 7
1442348134 109 14 7
1442618818 109 15 7
1443565541 109 16 7
1443629477 109 17 7
1443883086 109 18 7
1443883537 109 19 7
1444083845 109 20 7
1444252755 109 21 7
1444254538 109 22 7
1444431644 109 23 7
1444527070 109 24 7
1444759689 109 25 7
1444765416 109 26 7
1444771959 109 27 7
1444846497 109 28 7
1444857182 109 29 7
1444858327 109 30 7
1445295222 109 31 7
1445451440 109 32 7
1445888279 109 33 7
1446061004 109 34 7
1446061160 109 35 7
1446061920 109 36 7
1446076937 109 37 7
1446081273 109 38 7
1446244010 109 39 7
1446837856 109 40 7
1446847865 109 41 7
1447191337 109 42 7
1447195125 109 43 7
1447271467 109 44 7
1447282836 109 45 7
1447439829 109 46 7
1447623135 109 47 7
1447790171 109 48 7
1447799322 109 49 7
1449077810 109 50 7
1449087749 109 51 7
1449095765 109 52 7
1449156202 109 53 7
1449156470 109 54 7
1449170105 109 55 7
1449361632 109 56 7
1450219877 109 57 7
