1433448840 1895 0 0
1433454365 1961 0 0
1433790204 1986 0 0
1433792405 1999 0 0
1433965707 2186 0 0
1433978698 2393 0 0
1433980434 2495 0 0
1433982554 2556 0 0
1433982704 2558 0 0
1434072726 2875 0 0
1434387947 2876 0 0
1434389712 2966 0 0
1434400654 3171 0 0
1434403624 3253 0 0
1434405543 3277 0 0
1434585559 4358 0 0
1434648413 4565 0 0
1434648466 4565 0 0
1434657764 5050 0 0
1434662758 5249 0 0
1434997626 5376 0 0
1435005586 5629 0 0
1435014565 5671 0 0
1435015130 5689 0 0
1435020005 5801 0 0
1435196838 5972 0 0
1435263067 6488 0 0
1435270489 6756 0 0
1435270744 6765 0 0
1435953427 6772 0 0
1436210879 7165 0 0
1436212941 7490 0 0
1436214552 7506 0 0
1436215140 7507 0 0
1436215559 8098 0 0
1436219657 8129 0 0
1436314286 8142 0 0
1436403684 8337 0 0
1436474148 8415 0 0
1436555494 8658 0 0
1436564275 9129 0 0
1436825701 9151 0 0
1436825819 9153 0 0
1436826630 9167 0 0
1436836068 9308 0 0
1436892817 9373 0 0
1436895378 9496 0 0
1436895517 9497 0 0
1436895723 9852 0 0
1436898982 9927 0 0
1436899935 9936 0 0
1436900391 9939 0 0
1436904841 10007 0 0
1436905830 10058 0 0
1436917741 10187 0 0
1437009615 10501 0 0
1437073705 14311 0 0
1437077593 14671 0 0
1437438542 15135 0 0
1437495483 15154 0 0
1437500369 28121 0 0
1437512563 32549 0 0
1437521263 36559 0 0
1437523857 36799 0 0
1437676867 37186 0 0
1437679111 37203 0 0
1437689137 37376 0 0
1437769604 37377 0 0
1437775771 37764 0 0
1437878792 37918 0 0
1437935173 37918 0 1
1437940107 37918 0 27
1437940178 37918 0 30
1437940223 37918 0 30
1437940695 37918 0 32
1437944442 37918 0 33
1437945256 37919 0 33
1437945313 37919 0 34
1438020410 37921 0 34
1438020514 37921 0 34
1438020584 37922 0 34
1438021633 37927 0 34
1438038665 38189 0 34
1438039412 38196 0 34
1438043173 38451 0 34
1438043832 38453 0 34
1438113887 38602 0 34
1438114931 40068 0 34
1438121591 42238 0 34
1438200739 43687 0 34
1438202356 43749 0 34
1438203563 43749 0 34
1438214057 43976 0 34
1438278116 44019 0 34
1438299142 44549 0 34
1438627223 44735 0 34
1438629516 44741 0 34
1438636723 45299 0 34
1438638366 45301 0 34
1438640970 45723 0 34
1438721882 46464 0 34
1438724027 46686 0 34
1438726636 46723 0 34
1438799065 46843 0 34
1438801919 46891 0 34
1439478338 46915 0 34
1439479665 46916 0 34
1439601326 49560 0 34
1439931339 52008 0 34
1439939434 53337 0 34
1439943305 53477 0 34
1439945239 53756 0 34
1439947600 54580 0 34
1440022241 54735 0 34
1440034631 54964 0 34
1440197191 60717 0 34
1441217405 60717 46 34
1441220762 60717 46 34
1441648593 60717 47 34
1441656044 60717 231 34
1441744339 60717 1486 34
1441748930 60717 1641 34
1441836688 60717 1739 34
1441837738 60717 1743 34
1441837890 60717 1747 34
1442013425 60717 2208 34
1442258974 60717 2296 34
1442341802 60717 2671 34
1442348134 60717 8768 34
1442618818 60717 9414 34
1443565541 60717 27605 34
1443629477 60717 28207 34
1443883086 60717 36660 34
1443883537 60717 36665 34
1444083845 60717 37429 34
1444252755 60717 38996 34
1444254538 60717 39028 34
1444431644 60717 39130 34
1444527070 60717 39559 34
1444759689 60717 41783 34
1444765416 60717 61688 34
1444771959 60717 61775 34
1444846497 60717 62210 34
1444857182 60717 64518 34
1444858327 60717 65618 34
1445295222 60717 98587 34
1445451440 60717 98589 34
1445888279 60717 98592 34
1446061004 60717 98617 34
1446061160 60717 98626 34
1446061920 60717 98635 34
1446076937 60717 99768 34
1446081273 60717 109236 34
1446244010 60717 109878 34
1446837856 60717 112217 34
1446847865 60717 112954 34
1447191337 60717 122944 34
1447195125 60717 123024 34
1447271467 60717 123367 34
1447282836 60717 170625 34
1447439829 60717 170872 34
1447623135 60717 171346 34
1447790171 60717 172254 34
1447799322 60717 198983 34
1449077810 60717 274346 34
1449087749 60717 274535 34
1449095765 60717 311802 34
1449156202 60717 311803 34
1449156470 60717 311804 34
1449170105 60717 349955 34
1449361632 60717 349963 34
1450219877 60717 409533 34
